date,SMB,HML
2023-10-01,0.3276524831036164,0.04272052117516636
2023-11-01,0.3021637991141813,0.3291064355248429
2023-12-01,0.6156901823534132,-0.45859083162793457
2024-01-01,0.5350602080373806,-0.16401986229395377
2024-02-01,0.09576619324280711,-0.16522541099003482
2024-03-01,-0.6279266112463672,-0.29544506138711385
2024-04-01,0.06690492563636853,-0.5421924310930641
2024-05-01,-0.16005726438531384,0.43698523130183625
2024-06-01,-0.23242397958248717,0.4473096592906232
2024-07-01,-0.6056595692889916,0.49637305607607285
2024-08-01,0.19828078779566613,0.187874029996019
2024-09-01,0.716779106092118,0.5637470855516151
2024-10-01,1.9404500021488473,-0.3671209847981034
2024-11-01,-0.14550304170344394,0.1742909835341762
2024-12-01,0.6258759097038031,0.90401889071581
2025-01-01,0.3816969560206071,0.10471101728301768
2025-02-01,-0.6403420840750867,0.6550804848493355
2025-03-01,-0.29826117277250613,-0.1284385055934809
